onset_sec,duration_sec,pitch,velocity,track,channel,id
18.332293,0.65208334,63,40,0,0,n79
18.334375,0.50104165,59,30,0,0,n80
18.3625,0.5697917,47,24,0,0,n81
18.829166,0.246875,61,43,0,0,n82
18.836458,0.26666668,57,36,0,0,n83
18.85625,2.321875,35,21,0,0,n84
19.411459,0.5104167,68,52,0,0,n85
19.421875,1.0354167,63,39,0,0,n86
19.432291,1.025,59,36,0,0,n87
19.448957,1.0083333,47,29,0,0,n88
19.921875,0.625,68,50,0,0,n89
19.953125,0.50416666,57,37,0,0,n90
19.9625,0.49479166,61,38,0,0,n91
20.490625,0.6875,66,45,0,0,n92
20.505209,0.25104168,59,27,0,0,n93
20.5125,0.665625,63,34,0,0,n94
20.546875,0.8833333,47,25,0,0,n95
21.191668,2.40625,64,37,0,0,n96
21.226042,1.084375,56,24,0,0,n97
21.236458,2.3614583,40,19,0,0,n98
21.838541,1.01875,59,23,0,0,n99
21.863543,1.00625,47,17,0,0,n100
22.310417,1.2875,56,27,0,0,n101
22.857292,0.740625,59,30,0,0,n102
22.869791,0.728125,47,19,0,0,n103
23.603125,0.66979164,68,49,0,0,n104
23.630209,2.3489583,40,26,0,0,n105
23.635416,0.5864583,62,36,0,0,n106
24.182291,0.52708334,69,58,0,0,n107
24.186459,0.45729166,64,42,0,0,n108
24.207293,0.8208333,52,34,0,0,n109
24.619791,1.3208333,66,55,0,0,n110
24.64375,0.46875,62,44,0,0,n111
25.026041,0.421875,68,61,0,0,n112
25.053125,0.5854167,64,47,0,0,n113
25.073957,0.61041665,52,40,0,0,n114
25.461458,0.6322917,69,56,0,0,n115
25.498959,0.56666666,61,43,0,0,n116
25.503124,1.2895833,45,34,0,0,n117
25.871876,0.80625,52,36,0,0,n118
25.879168,0.521875,71,64,0,0,n119
25.896875,0.51666665,64,48,0,0,n120
26.266666,0.56145835,68,72,0,0,n121
26.284374,0.48229167,61,49,0,0,n122
26.66875,0.8,69,71,0,0,n123
26.685417,0.7895833,64,62,0,0,n124
26.729166,0.7239583,52,47,0,0,n125
27.244791,1.6927084,73,73,0,0,n126
27.275,0.87916666,61,44,0,0,n127
27.290625,1.646875,45,39,0,0,n128
27.751041,0.8,64,56,0,0,n129
27.780209,0.7729167,54,39,0,0,n130
28.122917,1.9645833,66,67,0,0,n131
28.154167,0.78333336,61,45,0,0,n132
28.551043,0.54583335,64,50,0,0,n133
28.553125,0.52708334,54,37,0,0,n134
28.966667,0.74895835,59,40,0,0,n135
28.973959,1.5635417,47,33,0,0,n136
29.332293,0.7552083,64,48,0,0,n137
29.355207,0.73229164,54,38,0,0,n138
29.669792,0.41770834,70,51,0,0,n139
29.715626,0.3875,59,41,0,0,n140
29.71875,0.53020835,68,60,0,0,n141
30.096874,1.8104167,66,59,0,0,n142
30.109375,0.578125,64,53,0,0,n143
30.117708,0.60520834,54,41,0,0,n144
30.58125,0.86145836,58,42,0,0,n145
30.607292,2.0,49,42,0,0,n146
31.066668,0.8510417,64,47,0,0,n147
31.088541,0.82916665,54,32,0,0,n148
31.404167,0.51354164,70,48,0,0,n149
31.440624,0.6770833,68,54,0,0,n150
31.442709,0.64375,58,30,0,0,n151
31.907291,0.78125,66,51,0,0,n152
31.935417,0.71979165,64,50,0,0,n153
31.960417,0.646875,54,34,0,0,n154
32.59479,3.471875,71,51,0,0,n155
32.62604,1.2395834,57,36,0,0,n156
32.63125,3.4354167,63,24,0,0,n157
32.640625,3.4260416,47,31,0,0,n158
33.328125,0.55,59,30,0,0,n159
33.33125,0.546875,54,33,0,0,n160
33.865623,0.25833333,57,36,0,0,n161
34.611458,1.4552083,54,21,0,0,n162
34.615623,1.4510417,59,27,0,0,n163
